,EquipmentNumber,EquipmentModel,EquipmentMake,compartid,compart,compartsn,oiltypeid,oilgradeid,coolantid,notesos,sampledate,oiladded,oilhours,actual_fluid_hours,meterread,oilchanged,filterchanged,evalcode,Problem Solved,Action Taken,Water,V40,V100,VI,GC Fuel,GC Glycol,Color,S-Color,Colour Desc,Appearance,Oil_contamin,Precip_Amount,Precip_Appear,Precip_Contam,Precip_Contam_Properties,Odor,Foaming,pH Coolant,Cond,MO4 raw,FPoint,Glycol,BP,KF Water,Fe,Cu,Pb,Sn,Cr,Ni,Ti,Al,Si,Na,K,B,Ca,Mg,P ,Zn,Mo,Li,Sb,Ba,Cd,Mn,Ag,V,4u,6u,14u,21u,38u,70u,ISO,Cutting,Sliding,Fatigue,Non Metallic,Fibers,Total Part/ml,NO2,pqL Index,Soot,OXI,NIT,Sulf,AW,FT-IR Glycol,FT-IR Water,Cap Inspect,DamageDelta
2076,476.0,EH5000,HITACHI        ,LFW,Left Front Wheel,,CHEVRON TEGRA ,ISO 680,,Chrome (Cr) indicates possible abrasive wear to roller bearings. Nickel (Ni) indicates possible abrasive wear to roller bearings as well. Total Ferrous Debris (pqL) index appears acceptable. Oil Condition Analysis test results are acceptable. Particle count indicates acceptable particulate contamination. Be alert for abnormal noise or operational problems. Sample again in 100 hours to monitor closely for increasing chrome.,2017-03-13,,577.0,577.0,52537.0,True,,C,False,False,Neg,666.7,71.19,184,,,,,,,,,,,,,,,,,,,,,69,0,0,0,11,8,0,1,23,0,0,3,19,0,408,17,2,0,0,0,0,0,0,0,275044,65632,2601,478,34,8,25/23/19,174,155,626,631,5,275044,,25,,53,,,17,,6,,2
2077,476.0,EH5000,HITACHI        ,RFW,Right Front Wheel,,CHEVRON TEGRA ,ISO 680,,Chrome (Cr) indicates possible abrasive wear to roller bearings. Nickel (Ni) indicates possible abrasive wear to roller bearings as well. Total Ferrous Debris (pqL) index appears acceptable. Oil Condition Analysis test results are acceptable. Particle count indicates acceptable particulate contamination. Be alert for abnormal noise or operational problems. Sample again in 100 hours to monitor closely for increasing chrome.,2017-03-13,,577.0,577.0,52537.0,True,,C,False,False,Neg,670.5,71.06,183,,,,,,,,,,,,,,,,,,,,,52,0,0,0,10,7,0,0,21,0,0,3,9,0,394,9,1,0,0,0,0,0,0,0,146743,34468,1405,144,19,8,24/22/18,102,116,378,284,30,146743,,20,,53,,,17,,5,,2
2078,476.0,EH5000,HITACHI        ,LREFD,Left Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval and any time the oil is changed.,2017-03-13,,577.0,577.0,52537.0,False,,A,False,False,Neg,674.3,72.17,185,,,,,,,,,,,,,,,,,,,,,39,2,0,1,0,1,0,0,10,0,0,4,8,0,393,5,0,0,0,0,0,0,0,0,123282,35478,805,79,8,0,24/22/17,74,210,284,204,11,123282,,14,,54,,,17,,5,,2
2079,476.0,EH5000,HITACHI        ,RREFD,Right Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval and any time the oil is changed.,2017-03-13,,577.0,577.0,52537.0,False,,A,False,False,Neg,666.7,70.45,183,,,,,,,,,,,,,,,,,,,,,41,1,0,0,0,1,0,0,11,2,0,5,9,0,384,21,0,3,0,0,0,0,0,0,125865,28777,579,35,0,0,24/22/16,12,65,143,23,0,125865,,27,,54,,,17,,5,,2
2080,476.0,EH5000,HITACHI        ,HSC16,Steering,,CHEVRON - UNKNOWN TYPE,10WT,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval and any time the oil is changed.,2017-03-13,,577.0,577.0,52537.0,False,True,A,False,False,Neg,,6.65,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,5,4,1,4,3096,10,837,999,1,0,0,0,0,0,0,0,6622,1953,77,15,5,0,20/18/13,1,3,8,25,0,6622,,5,0.0,6,3.0,13.0,15,,11,,2
2081,476.0,EH5000,HITACHI        ,HYBE,Hydraulic System Before,,CHEVRON - UNKNOWN TYPE,10WT,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval and any time the oil is changed.,2017-03-13,,11930.0,11930.0,52537.0,False,False,A,False,False,Neg,,6.63,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,1,5,4,1,6,3027,13,876,1024,1,0,0,0,0,0,0,0,3298,1327,154,46,6,0,19/18/14,9,15,21,88,5,3298,,18,0.0,6,3.0,13.0,15,,12,,2
2082,476.0,EH5000,HITACHI        ,HYAF,Hydraulic System After,,CHEVRON - UNKNOWN TYPE,10WT,,Wear Rate Analysis is acceptable for the operating time on the oil. Total Ferrous Debris (pqL) index appears acceptable. Particle count indicates high particulate contamination increase in the very small 4 & 6 micron channels from previous sample. Dirt; dust and/or foreign debris may have entered the sample when it was taken. Review proper sampling procedures. Contaminated samples diminish the value of oil analysis. Resample ASAP to verify these results prior to any additional corrective action.,2017-03-13,,11930.0,11930.0,52537.0,False,True,C,False,False,Neg,,6.58,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,1,5,6,1,6,3066,12,856,1024,1,0,0,0,0,0,0,0,15380,4282,221,57,3,0,21/19/15,35,75,29,117,1,15380,,5,0.0,6,3.0,13.0,15,,12,,2
2083,476.0,EH5000,HITACHI        ,E,Engine,,CHEVRON DELO 400 LE,15W40,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval and any time the oil is changed.,2017-03-13,,577.0,577.0,52537.0,True,True,A,False,False,Neg,,15.28,,,,,,,,,,,,,,,,,,,,,,17,2,0,0,0,0,0,3,3,4,2,434,1562,394,1133,1298,90,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,39.0,20,9.0,24.0,24,0.0,20,,2
2084,476.0,EH5000,HITACHI        ,LFW,Left Front Wheel,,CHEVRON TEGRA ,ISO 680,,Chrome (Cr) indicates possible abrasive wear to roller bearings. Nickel (Ni) indicates possible abrasive wear to roller bearings as well. Total Ferrous Debris (pqL) index appears acceptable. Oil Condition Analysis test results are acceptable. Particle count indicates acceptable particulate contamination. Be alert for abnormal noise or operational problems. Sample again in 100 hours to monitor closely for increasing chrome.,2017-02-26,,281.0,281.0,52241.0,False,False,C,False,False,Neg,663.8,71.45,186,,,,,,,,,,,,,,,,,,,,,54,0,0,0,8,6,0,0,25,0,0,3,24,0,389,7,1,0,1,0,0,0,0,0,172330,17502,347,53,7,0,25/21/16,53,133,120,53,7,172330,,20,,55,,,17,,6,,17
2085,476.0,EH5000,HITACHI        ,RFW,Right Front Wheel,,CHEVRON TEGRA ,ISO 680,,Chrome (Cr) indicates possible abrasive wear to roller bearings. Nickel (Ni) indicates possible abrasive wear to roller bearings as well. Total Ferrous Debris (pqL) index appears acceptable. Oil Condition Analysis test results are acceptable. Particle count indicates acceptable particulate contamination. Be alert for abnormal noise or operational problems. Sample again in 100 hours to monitor closely for increasing chrome.	,2017-02-26,,281.0,281.0,52241.0,False,False,C,False,False,Neg,667.2,71.86,186,,,,,,,,,,,,,,,,,,,,,38,0,0,0,7,5,0,0,23,0,0,3,8,0,392,2,1,0,1,0,0,0,0,0,54832,8489,684,110,3,0,23/20/17,80,237,270,73,7,54832,,14,,54,,,17,,5,,17
2086,476.0,EH5000,HITACHI        ,LREFD,Left Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-02-26,,281.0,281.0,52241.0,False,False,A,False,False,Neg,669.7,72.06,186,,,,,,,,,,,,,,,,,,,,,29,1,0,0,0,0,0,0,15,0,0,4,7,0,391,1,0,0,0,0,0,0,0,0,78793,11865,334,73,7,0,23/21/16,27,60,170,47,20,78793,,10,,55,,,17,,5,,17
2087,476.0,EH5000,HITACHI        ,RREFD,Right Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-02-26,,281.0,281.0,52241.0,False,False,A,False,False,Neg,669.8,71.28,184,,,,,,,,,,,,,,,,,,,,,35,1,0,0,0,0,0,0,16,3,0,4,9,0,391,19,0,4,1,0,0,0,0,0,218273,35033,497,60,7,0,25/22/16,30,127,200,67,13,218273,,18,,54,,,17,,5,,17
2088,476.0,EH5000,HITACHI        ,E,Engine,,CHEVRON DELO 400 LE,15W40,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-02-26,,281.0,281.0,52241.0,False,False,A,False,False,Neg,,15.07,,,,,,,,,,,,,,,,,,,,,,17,2,0,0,0,0,0,3,4,3,2,489,1620,399,1148,1309,92,0,0,0,0,0,0,0,,,,,,,,,,,,,,,5,31.0,19,8.0,23.0,24,0.0,17,,17
2089,476.0,EH5000,HITACHI        ,H,Hydraulic System,,CHEVRON - UNKNOWN TYPE,10WT,,Wear Rate Analysis is acceptable for the operating time on the oil. Total Ferrous Debris (pqL) index appears acceptable. Particle count indicates continued high particulate contamination. If applicable; inspect filter(s) for visual and microscopic metal debris as a precaution. Larger wear particles; if present; may be contained in the filter. Use ultra-high efficiency filter elements OR kidney loop filtration to reduce particulate contamination for maximum component life. Target is ISO 18/15. Resample after 50 hours to monitor closely for increasing particulate contamination.,2017-02-26,,3329.0,3329.0,52241.0,False,False,C,False,False,Neg,,6.7,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,6,0,0,4,3140,10,849,1028,1,0,1,0,0,0,0,0,14685,6014,659,295,43,2,21/20/17,51,18,221,285,1,14685,,9,0.0,6,3.0,13.0,15,0.0,11,,17
2090,476.0,EH5000,HITACHI        ,HSC16,Steering,,CHEVRON - UNKNOWN TYPE,10WT,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval and any time the oil is changed.,2017-02-26,,281.0,281.0,52241.0,False,False,A,False,False,Neg,,6.67,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,6,0,0,4,3165,10,874,1047,1,0,1,0,0,0,0,0,11178,4379,365,85,3,0,21/19/16,20,18,140,114,0,11178,,0,0.0,5,3.0,13.0,15,0.0,11,,17
2091,476.0,EH5000,HITACHI        ,LFW,Left Front Wheel,,CHEVRON TEGRA ,ISO 680,,Chrome (Cr) indicates possible abrasive wear to roller bearings.Nickel (Ni) indicates possible abrasive wear to roller bearings as well.Total Ferrous Debris (pqL) index appears acceptable. Oil Condition Analysis test results are acceptable. Particle count indicates acceptable particulate contamination. Be alert for abnormal noise or operational problems. Sample again in 100 hours to monitor closely for increasing chrome.,2017-02-09,,503.0,503.0,51960.0,True,,C,False,False,Neg,657.6,70.74,185,,,,,,,,,,,,,,,,,,,,,66,0,0,0,8,6,0,1,24,1,1,3,5,0,405,1,1,0,0,0,0,0,0,0,234384,40555,880,145,10,0,25/23/17,43,144,332,177,11,234384,,23,,56,,,17,,6,,34
2092,476.0,EH5000,HITACHI        ,RFW,Right Front Wheel,,CHEVRON TEGRA ,ISO 680,,Chrome (Cr) indicates possible abrasive wear to roller bearings. Nickel (Ni) indicates possible abrasive wear to roller bearings as well. Total Ferrous Debris (pqL) index appears acceptable. Oil Condition Analysis test results are acceptable. Particle count indicates acceptable particulate contamination. Be alert for abnormal noise or operational problems. Sample again in 100 hours to monitor closely for increasing chrome.,2017-02-09,,1559.0,1559.0,51960.0,True,,C,False,False,Neg,667.4,70.86,184,,,,,,,,,,,,,,,,,,,,,37,0,0,0,6,4,0,1,23,0,1,3,5,0,408,1,1,0,0,0,0,0,0,0,119755,24460,1239,266,20,0,24/22/17,71,240,427,336,10,119755,,13,,54,,,17,,7,,34
2093,476.0,EH5000,HITACHI        ,LREFD,Left Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-02-09,,955.0,955.0,51960.0,True,,A,False,False,Neg,673.2,72.36,186,,,,,,,,,,,,,,,,,,,,,77,4,0,0,0,1,0,0,4,0,1,5,4,0,400,1,0,0,0,0,0,1,0,0,139070,30410,1102,215,19,2,24/22/17,38,194,362,277,5,139070,,20,,56,,,17,,6,,34
2094,476.0,EH5000,HITACHI        ,RREFD,Right Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-02-09,,955.0,955.0,51960.0,True,,A,False,False,Neg,660.6,69.03,180,,,,,,,,,,,,,,,,,,,,,74,2,0,0,0,1,0,1,19,2,1,4,11,0,410,66,0,43,0,0,0,1,0,0,3680683,692035,3640,464,16,3,>28/27/19,503,1902,1525,838,75,3680683,,51,,53,,,17,,8,,34
2095,476.0,EH5000,HITACHI        ,HSC16,Steering,,CHEVRON - UNKNOWN TYPE,10WT,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-02-09,,2022.0,2022.0,51960.0,True,True,A,False,False,Neg,,6.18,,,,,,,,,,,,,,,,,,,,,,5,0,1,0,0,0,0,3,10,3,2,3,2911,13,924,1135,1,0,0,0,0,0,0,0,5398,1700,137,55,5,0,20/18/14,6,11,47,49,0,5398,,5,0.0,4,4.0,16.0,13,1.0,12,,34
2096,476.0,EH5000,HITACHI        ,H,Hydraulic System,,CHEVRON - UNKNOWN TYPE,10WT,,Wear Rate Analysis is acceptable for the operating time on the oil. Total Ferrous Debris (pqL) index appears acceptable. Particle count indicates high particulate contamination increase from previous sample. Dirt; dust and/or foreign debris may have entered the sample when it was taken. Review proper sampling procedures. Contaminated samples diminish the value of oil analysis. Resample ASAP to verify these results prior to any additional corrective action.,2017-02-09,,3048.0,3048.0,51960.0,False,True,C,False,False,Neg,,6.66,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,6,0,1,3,3451,10,871,1103,1,0,0,0,0,0,0,0,36765,9266,470,163,24,0,22/20/16,26,20,190,144,0,36765,,0,0.0,6,3.0,13.0,15,0.0,12,,34
2097,476.0,EH5000,HITACHI        ,E,Engine,,CHEVRON DELO 400 LE,15W40,,Silicon (Si) and aluminum (Al) appears elevated and indicates slight dirt entry.Iron is elevated indicating possible liner and/or valve train (rocker arm; camshaft; etc) wear. Total Ferrous Debris (pqL) index appears elevated indicating an increasing amount of larger-sized iron particulate.Oil Condition Analysis  test results are acceptable.Inspect filter(s) for visual and microscopic metal debris as a precaution. Larger wear particles; if present; may be contained in the filter.Be alert for abnormal noise or operational problems.Find and correct the source of dirt entry. Check the air intake system for dirt entry. Look for loose or broken clamps; cracked tubing or faulty air filter restriction indicator. Check the air filter element canister very carefully.Resample after 50 hours to monitor very closely.,2017-02-09,,503.0,503.0,51960.0,True,True,C,False,False,Neg,,14.13,,,,,,,,,,,,,,,,,,,,,,45,0,0,0,0,0,0,4,15,2,2,471,1532,381,1077,1268,87,0,0,0,0,0,0,0,,,,,,,,,,,,,,,29,6.0,17,7.0,22.0,23,0.0,18,,34
2098,476.0,EH5000,HITACHI        ,HSC16,Steering,,CHEVRON - UNKNOWN TYPE,10WT,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval and any time the oil is changed.,2017-01-24,,1838.0,1838.0,51776.0,False,,A,False,False,Neg,,6.48,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,2,8,2,2,4,3075,13,917,1137,1,0,0,0,0,0,0,0,41034,7951,235,101,17,2,23/20/15,438,3,23,181,182,41034,,0,0.0,4,3.0,14.0,13,0.0,12,,50
2099,476.0,EH5000,HITACHI        ,H,Hydraulic System,,CHEVRON - UNKNOWN TYPE,10WT,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval and any time the oil is changed.,2017-01-24,,2864.0,2864.0,51776.0,False,,A,False,False,Neg,,6.64,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,1,8,1,1,15,3018,19,908,1095,3,0,0,0,0,0,0,0,9222,3909,432,140,15,0,20/19/16,35,6,46,260,0,9222,,0,0.0,5,3.0,15.0,15,0.0,13,,50
2100,476.0,EH5000,HITACHI        ,LFW,Left Front Wheel,,CHEVRON TEGRA ,ISO 680,,Chrome (Cr) indicates possible abrasive wear to roller bearings.Total Ferrous Debris (pqL) index appears acceptable.Oil Condition Analysis  test results are acceptable.Particle count indicates acceptable particulate contamination.Be alert for abnormal noise or operational problems.Sample again in 100 hours to monitor closely for increasing chrome.,2017-01-24,,319.0,319.0,51776.0,False,,C,False,False,Neg,660.5,72.33,188,,,,,,,,,,,,,,,,,,,,,35,0,0,0,4,3,0,0,19,0,1,4,17,0,398,5,1,0,0,0,0,0,0,0,110643,18755,808,119,7,0,24/21/17,29,194,297,161,3,110643,,12,,54,,,17,,6,,50
2101,476.0,EH5000,HITACHI        ,RFW,Right Front Wheel,,CHEVRON TEGRA ,ISO 680,,Chrome (Cr) indicates possible abrasive wear to roller bearings.Total Ferrous Debris (pqL) index appears acceptable.Oil Condition Analysis test results are acceptable.Particle count indicates acceptable particulate contamination.Be alert for abnormal noise or operational problems.Sample again in 100 hours to monitor closely for increasing chrome.,2017-01-24,,1375.0,1375.0,51776.0,,,C,False,False,Neg,666.1,71.86,186,,,,,,,,,,,,,,,,,,,,,25,0,0,0,4,3,0,0,17,0,0,4,7,0,397,2,0,0,0,0,0,0,0,0,47802,9725,709,135,11,6,23/20/17,50,212,273,98,10,47802,,11,,56,,,17,,5,,50
2102,476.0,EH5000,HITACHI        ,LREFD,Left Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval and any time the oil is changed.,2017-01-24,,771.0,771.0,51776.0,False,,A,False,False,Neg,678.7,73.23,187,,,,,,,,,,,,,,,,,,,,,57,3,1,1,0,1,0,0,3,0,0,5,5,0,403,1,0,0,0,0,0,0,0,0,172743,30622,577,54,3,0,25/22/16,14,74,208,86,1,172743,,15,,54,,,17,,5,,50
2103,476.0,EH5000,HITACHI        ,RREFD,Right Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval and any time the oil is changed.,2017-01-24,,771.0,771.0,51776.0,False,,A,False,False,Neg,671.3,73.48,189,,,,,,,,,,,,,,,,,,,,,46,5,0,0,0,1,0,0,2,0,0,5,2,0,382,1,0,0,0,0,0,0,0,0,212006,42511,1472,213,7,0,25/23/18,20,231,682,150,2,212006,,18,,57,,,17,,5,,50
2104,476.0,EH5000,HITACHI        ,E,Engine,,CHEVRON DELO 400 LE,15W40,,Soot is slightly elevated. Oil thickening and wear can result if soot continues to increase. Iron is elevated indicating possible liner and/or valve train (rocker arm; camshaft; etc) wear. Check for plugged or restricted air filters. Watch for excessive idling or lugging. These results may be due to an extended oil drain interval. Use caution if extending oil drain intervals. Resample at the next scheduled service interval.,2017-01-24,,319.0,319.0,51776.0,False,,C,False,False,Neg,,14.9,,,,,,,,,,,,,,,,,,,,,,19,13,0,0,0,0,0,3,7,11,3,453,1537,387,1084,1262,90,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,46.0,18,8.0,23.0,24,0.0,17,,50
2105,476.0,EH5000,HITACHI        ,LFW,Left Front Wheel,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval and any time the oil is changed.,2017-01-01,,452.0,452.0,51457.0,True,False,A,False,False,Neg,654.7,71.16,187,,,,,,,,,,,,,,,,,,,,,19,0,0,0,1,1,0,1,23,3,1,4,7,0,403,1,1,0,0,0,0,0,0,0,107297,26959,1893,543,49,1,24/22/18,106,611,980,374,27,107297,,19,,54,,,17,,10,,73
2106,476.0,EH5000,HITACHI        ,E,Engine,,CHEVRON DELO 400 LE,15W40,,Sample is contaminated with 24800 ppm of water.Sodium (Na) and potassium (K) are extremely high indicating coolant entry. Glycol test by GC analysis indicates 0.63% glycol. FTIR glycol is high at 42 indicating coolant entry.Iron is elevated indicating possible liner and/or valve train (rocker arm; camshaft; etc) wear.Total Ferrous Debris (pqL) index appears acceptable.Stop unit immediately to resolve this issue and reduce the risk of severe damage!,2017-01-01,,452.0,452.0,51457.0,True,True,X,False,False,Pos,,18.49,,,0.63,,,,,,,,,,,,,,,,,,24800.1,41,4,0,1,1,0,0,5,18,555,62,344,1645,511,1212,1396,181,0,0,0,0,1,0,0,,,,,,,,,,,,,,,6,37.0,27,23.0,10.0,6,42.0,681,,73
2107,477.0,EH5000,HITACHI        ,E,Engine,,CHEVRON DELO 400 LE,15W40,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval and any time the oil is changed.,2017-08-13,,234.0,234.0,53615.0,False,False,A,False,False,,,14.03,,,,,,,,,,,,,,,,,,,,,,7,7,1,0,0,0,0,4,6,3,3,471,1589,369,1078,1281,98,0,0,0,0,0,0,0,,,,,,,,,,,,,,,5,2.0,15,6.0,20.0,22,0.0,16,,
2108,477.0,EH5000,HITACHI        ,LFW,Left Front Wheel,,CHEVRON TEGRA ,ISO 680,,Chrome (Cr) indicates possible abrasive wear to roller bearings. Nickel (Ni) indicates possible abrasive wear to roller bearings as well. Iron is elevated indicating possible wheel bearing wear. All other Wear Rate Analysis test results are acceptable. Total Ferrous Debris index appears elevated. Check and monitor magnetic plug (if equipped) for excessive iron debris. Monitor for oil leaks at wheel group which can also indicate loss of bearing preload. Be alert for abnormal noise or operational problems. Resample after 50 hours to monitor very closely for increasing iron.,2017-08-13,,234.0,234.0,53615.0,False,False,C,False,False,,612.4,68.11,187,,,,,,,,,,,,,,,,,,,,,97,0,1,0,26,15,0,0,5,1,0,21,24,1,257,1,3,0,0,0,0,2,0,0,323858,40190,349,46,2,0,26/23/16,6,55,112,73,2,323858,,20,,27,,,14,,6,,
2109,477.0,EH5000,HITACHI        ,RFW,Right Front Wheel,,CHEVRON TEGRA ,ISO 680,,Chrome (Cr) indicates possible abrasive wear to roller bearings. Nickel (Ni) indicates possible abrasive wear to roller bearings as well. Iron is elevated indicating possible wheel bearing wear. All other Wear Rate Analysis test results are acceptable. Total Ferrous Debris index appears elevated.Cap inspection indicates visible non-metallic debris is in the sample. Oil is too contaminated to obtain particle count analysis test results.Check and monitor magnetic plug (if equipped) for excessive iron debris. Monitor for oil leaks at wheel group which can also indicate loss of bearing preload. Be alert for abnormal noise or operational problems. Resample after 50 hours to monitor very closely for increasing iron.	,2017-08-13,,234.0,234.0,53615.0,False,False,C,False,False,,619.5,69.67,190,,,,,,,,,,,,,,,,,,,,,105,0,0,0,22,14,0,0,8,0,0,22,24,0,259,1,3,0,0,0,0,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,,69,,27,,,13,,5,B2,
2110,477.0,EH5000,HITACHI        ,LREFD,Left Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-08-13,,234.0,234.0,53615.0,False,False,A,False,False,,636.2,70.78,189,,,,,,,,,,,,,,,,,,,,,25,2,0,1,0,0,0,0,4,0,0,21,24,0,261,1,0,0,0,0,0,0,0,0,111120,24344,611,127,6,0,24/22/16,26,113,268,107,6,111120,,10,,27,,,14,,6,,
2111,477.0,EH5000,HITACHI        ,RREFD,Right Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,URGENT! Iron (Fe) is extremely high.Manganese (Mn) indicates hardened shaft or gear wear.Total Ferrous Debris (pqL) index is high indicating a high concentration of larger-sized iron particulate.Cap inspection indicates fine visible metallic debris is in the sample. Oil is too dark and contaminated to obtain particle count analysis test results. Excessive wear and progressing failure is indicated in these test results.Stop unit immediately to resolve this issue and reduce the risk of severe damage!,2017-08-13,,234.0,234.0,53615.0,False,False,X,False,False,,625.6,70.4,190,,,,,,,,,,,,,,,,,,,,,899,7,0,1,7,7,7,2,20,1,1,22,46,5,274,6,2,1,0,35,0,24,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,,6653,,29,,,14,,6,A3,
2112,477.0,EH5000,HITACHI        ,H,Hydraulic System,,CHEVRON DELO TORQFORCE (Formerly Drive Train HD),10WT,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-08-13,,234.0,234.0,53615.0,False,False,A,False,False,,,6.71,,,,,,,,,,,,,,,,,,,,,,1,0,5,0,1,0,0,1,6,1,0,3,3007,10,822,1006,1,0,0,0,0,0,0,0,3117,1220,72,20,3,0,19/17/13,8,2,19,17,0,3117,,6,0.0,5,3.0,13.0,15,0.0,11,,
2113,477.0,EH5000,HITACHI        ,S,Steering System,,CHEVRON DELO TORQFORCE (Formerly Drive Train HD),10WT,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval and any time the oil is changed.,2017-08-13,,1112.0,1112.0,53615.0,False,False,A,False,False,,,6.74,,,,,,,,,,,,,,,,,,,,,,1,0,3,0,0,0,0,1,9,0,0,2,3111,10,833,1024,1,0,0,0,0,0,0,0,10851,3965,78,9,0,0,21/19/13,12,1,10,27,0,10851,,8,0.0,6,3.0,13.0,16,0.0,13,,
2114,477.0,EH5000,HITACHI        ,E,Engine,,CHEVRON DELO 400 LE,15W40,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-07-30,,454.0,454.0,53381.0,True,True,A,False,False,,,14.09,,,,,,,,,,,,,,,,,,,,,,7,4,0,0,0,0,0,3,4,4,3,406,1615,406,1161,1301,101,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,6.0,17,8.0,22.0,23,0.0,17,,
